Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
OfflineClass,,,,2022-12-21 03:56:58,2022-12-21 03:59:51,2m - 53.464s,PASSED
,,,,,,,
Test Cases/Booking/Offline/TC_BookingClassOffline,,,,2022-12-21 03:56:58,2022-12-21 03:57:42,43.829s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 03:56:59,2022-12-21 03:57:22,23.586s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book/android.view.View""), 0)",,,,2022-12-21 03:57:22,2022-12-21 03:57:23,1.318s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book/android.widget.EditText - email address""), 0)",,,,2022-12-21 03:57:23,2022-12-21 03:57:25,1.205s,PASSED
"setText(findTestObject(""Object Repository/BookingOffline/Book/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-21 03:57:25,2022-12-21 03:57:26,1.395s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book/android.widget.EditText - password""), 0)",,,,2022-12-21 03:57:26,2022-12-21 03:57:27,0.737s,PASSED
"setText(findTestObject(""Object Repository/BookingOffline/Book/android.widget.EditText (1)""), ""12344321"", 0)",,,,2022-12-21 03:57:27,2022-12-21 03:57:28,0.942s,PASSED
hideKeyboard(),,,,2022-12-21 03:57:28,2022-12-21 03:57:31,3.255s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book/android.widget.Button""), 0)",,,,2022-12-21 03:57:31,2022-12-21 03:57:33,1.883s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book/android.widget.ImageView""), 0)",,,,2022-12-21 03:57:33,2022-12-21 03:57:35,2.130s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book/android.widget.Button (1)""), 0)",,,,2022-12-21 03:57:35,2022-12-21 03:57:37,1.934s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book/android.widget.EditText - Search""), 0)",,,,2022-12-21 03:57:37,2022-12-21 03:57:37,0.337s,PASSED
"setText(findTestObject(""Object Repository/BookingOffline/Book/android.widget.EditText (2)""), ""Zumba"", 0)",,,,2022-12-21 03:57:37,2022-12-21 03:57:39,1.459s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book/android.widget.ImageView (1)""), 0)",,,,2022-12-21 03:57:39,2022-12-21 03:57:39,0.713s,PASSED
"verifyElementText(findTestObject(""Object Repository/BookingOffline/Book/android.view.View (1)""), """")",,,,2022-12-21 03:57:39,2022-12-21 03:57:40,0.898s,PASSED
closeApplication(),,,,2022-12-21 03:57:40,2022-12-21 03:57:42,1.667s,PASSED
,,,,,,,
Test Cases/Booking/Offline/TC_BookingClassOffline_02,,,,2022-12-21 03:57:42,2022-12-21 03:57:42,0.217s,PASSED
return null,,,,2022-12-21 03:57:42,2022-12-21 03:57:42,0.000s,PASSED
,,,,,,,
Test Cases/Booking/Offline/TC_BookingClassOffline_03,,,,2022-12-21 03:57:42,2022-12-21 03:58:25,42.833s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 03:57:42,2022-12-21 03:58:02,20.027s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book6/android.view.View""), 0)",,,,2022-12-21 03:58:02,2022-12-21 03:58:05,2.050s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book6/android.widget.EditText - email address""), 0)",,,,2022-12-21 03:58:05,2022-12-21 03:58:06,1.203s,PASSED
"setText(findTestObject(""Object Repository/BookingOffline/Book6/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-21 03:58:06,2022-12-21 03:58:07,1.391s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book6/android.widget.EditText - password""), 0)",,,,2022-12-21 03:58:07,2022-12-21 03:58:08,0.754s,PASSED
"setText(findTestObject(""Object Repository/BookingOffline/Book6/android.widget.EditText (1)""), ""12344321"", 0)",,,,2022-12-21 03:58:08,2022-12-21 03:58:09,0.934s,PASSED
hideKeyboard(),,,,2022-12-21 03:58:09,2022-12-21 03:58:12,3.129s,PASSED
