Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression,,,,2022-12-21 12:22:13,2022-12-21 12:31:00,8m - 47.045s,FAILED
,,,,,,,
Test Cases/Summary/TC_Summary_01,,,,2022-12-21 12:22:14,2022-12-21 12:23:03,49.257s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 12:22:14,2022-12-21 12:22:42,28.558s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.view.View (2)""), 0)",,,,2022-12-21 12:22:42,2022-12-21 12:22:45,2.122s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.widget.EditText - email address""), 0)",,,,2022-12-21 12:22:45,2022-12-21 12:22:47,1.991s,PASSED
"setText(findTestObject(""Object Repository/Summary/Online/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-21 12:22:47,2022-12-21 12:22:47,0.339s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.widget.EditText - password""), 0)",,,,2022-12-21 12:22:47,2022-12-21 12:22:48,0.802s,PASSED
"setText(findTestObject(""Object Repository/Summary/Online/android.widget.EditText (1)""), ""12344321"", 0)",,,,2022-12-21 12:22:48,2022-12-21 12:22:49,1.032s,PASSED
hideKeyboard(),,,,2022-12-21 12:22:49,2022-12-21 12:22:52,3.074s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.widget.Button (1)""), 0)",,,,2022-12-21 12:22:52,2022-12-21 12:22:53,1.009s,PASSED
"tap(findTestObject(""Object Repository/Summary/1/android.widget.ImageView""), 0)",,,,2022-12-21 12:22:53,2022-12-21 12:22:56,3.061s,PASSED
"tap(findTestObject(""Object Repository/Summary/1/android.widget.EditText - Search""), 0)",,,,2022-12-21 12:22:56,2022-12-21 12:22:57,0.812s,PASSED
"setText(findTestObject(""Object Repository/Summary/1/android.widget.EditText""), ""Zumba"", 0)",,,,2022-12-21 12:22:57,2022-12-21 12:22:59,1.936s,PASSED
"tap(findTestObject(""Object Repository/Summary/1/android.view.View""), 0)",,,,2022-12-21 12:22:59,2022-12-21 12:23:00,1.205s,PASSED
"verifyElementText(findTestObject(""Object Repository/Summary/1/android.view.View (1)""), """")",,,,2022-12-21 12:23:00,2022-12-21 12:23:01,1.253s,PASSED
closeApplication(),,,,2022-12-21 12:23:01,2022-12-21 12:23:03,1.733s,PASSED
,,,,,,,
Test Cases/Summary/TC_Summary_03,,,,2022-12-21 12:23:03,2022-12-21 12:23:46,43.561s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 12:23:03,2022-12-21 12:23:27,23.726s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.view.View (2)""), 0)",,,,2022-12-21 12:23:27,2022-12-21 12:23:29,2.117s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.widget.EditText - email address""), 0)",,,,2022-12-21 12:23:29,2022-12-21 12:23:30,1.187s,PASSED
"setText(findTestObject(""Object Repository/Summary/Online/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-21 12:23:30,2022-12-21 12:23:32,1.807s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.widget.EditText - password""), 0)",,,,2022-12-21 12:23:32,2022-12-21 12:23:33,0.999s,PASSED
"setText(findTestObject(""Object Repository/Summary/Online/android.widget.EditText (1)""), ""12344321"", 0)",,,,2022-12-21 12:23:33,2022-12-21 12:23:34,1.018s,PASSED
hideKeyboard(),,,,2022-12-21 12:23:34,2022-12-21 12:23:37,3.030s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.widget.Button (1)""), 0)",,,,2022-12-21 12:23:37,2022-12-21 12:23:39,1.789s,PASSED
"tap(findTestObject(""Object Repository/Summary/1/android.widget.ImageView""), 0)",,,,2022-12-21 12:23:39,2022-12-21 12:23:41,2.111s,PASSED
"tap(findTestObject(""Object Repository/Summary/1/android.widget.EditText - Search""), 0)",,,,2022-12-21 12:23:41,2022-12-21 12:23:41,0.344s,PASSED
"setText(findTestObject(""Object Repository/Summary/1/android.widget.EditText""), ""Zumba"", 0)",,,,2022-12-21 12:23:41,2022-12-21 12:23:43,1.769s,PASSED
"tap(findTestObject(""Object Repository/Summary/1/android.view.View""), 0)",,,,2022-12-21 12:23:43,2022-12-21 12:23:44,1.078s,PASSED
"verifyElementText(findTestObject(""Object Repository/Summary/1/android.view.View (1)""), """")",,,,2022-12-21 12:23:44,2022-12-21 12:23:45,0.920s,PASSED
closeApplication(),,,,2022-12-21 12:23:45,2022-12-21 12:23:46,1.471s,PASSED
,,,,,,,
Test Cases/Summary/TC_Summary_04,,,,2022-12-21 12:23:46,2022-12-21 12:24:26,39.099s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 12:23:47,2022-12-21 12:24:07,20.497s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.view.View (2)""), 0)",,,,2022-12-21 12:24:07,2022-12-21 12:24:09,2.090s,PASSED
"tap(findTestObject(""Object Repository/Summary/Online/android.widget.EditText - email address""), 0)",,,,2022-12-21 12:24:09,2022-12-21 12:24:11,1.686s,PASSED
"setText(findTestObject(""Object Repository/Summary/Online/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-21 12:24:11,2022-12-21 12:24:12,1.385s,PASSED
